id,categoria,nivel,tags,pregunta,opcion_a,opcion_b,opcion_c,opcion_d,respuesta_correcta,explicacion,cita_biblica
937,Números y datos curiosos,intermedio,numeros-anios-labán-jacob-servicio,¿Cuántos años en total sirvió Jacob a su tío Labán por sus dos esposas y su ganado?,7 años,14 años,20 años,10 años,C,Jacob sirvió a Labán veinte años en total: catorce por sus dos esposas y seis años adicionales por su ganado.,"Génesis 31:38,41"
938,Números y datos curiosos,avanzado,numeros-anios-jose-egipto-gobernador-hambre,"¿Cuántos años de hambre predijo José que vendrían sobre Egipto, según su interpretación del sueño de Faraón?",3 años,5 años,7 años,10 años,C,José interpretó que habría siete años de abundancia seguidos de siete años de hambre severa en toda la tierra.,Génesis 41:29-30
939,Números y datos curiosos,experto,numeros-anios-abundancia-jose-egipto,¿Cuántos años de abundancia precedieron a los siete años de hambre en la interpretación de José?,3 años,5 años,7 años,10 años,C,"Antes de los siete años de hambre, José predijo siete años de gran abundancia en toda la tierra de Egipto.",Génesis 41:29
940,Números y datos curiosos,principiante,numeros-diez-plagas-orden-primera,¿Cuál fue la primera de las diez plagas enviadas sobre Egipto?,Ranas,Convertir el agua del Nilo en sangre,Piojos,Langostas,B,La primera plaga enviada sobre Egipto fue convertir las aguas del río Nilo en sangre.,Éxodo 7:20-21
941,Genealogías,principiante,genealogia-set-enos,¿Quién fue el hijo de Adán que continuó la línea genealógica principal después de la muerte de Abel?,Caín,Set,Enós,Enoc,B,"Set fue el hijo que Dios dio a Adán y Eva en lugar de Abel, continuando la línea genealógica principal registrada en Génesis 5.",Génesis 4:25; 5:3
942,Genealogías,principiante,genealogia-matusalen-padre,"¿Quién fue el padre de Matusalén, el hombre más longevo de la Biblia?",Lamec,Enoc,Jared,Set,B,"Enoc, quien caminó con Dios, fue el padre de Matusalén.",Génesis 5:21
943,Genealogías,intermedio,genealogia-taré-hijos,"Además de Abraham, ¿cuáles fueron los otros dos hijos de Taré mencionados en Génesis 11?",Nacor y Harán,Lot y Set,Isaac y Jacob,Moab y Amón,A,"Taré engendró a Abram (Abraham), Nacor y Harán, siendo este último padre de Lot.",Génesis 11:26-27
944,Genealogías,intermedio,genealogia-lot-padre,"¿Quién fue el padre de Lot, sobrino de Abraham?",Nacor,Harán,Taré directamente,Isaac,B,"Harán, hermano de Abraham, fue el padre de Lot; Harán murió antes que su padre Taré, en la tierra de su nacimiento.",Génesis 11:27-28
945,Genealogías,avanzado,genealogia-moab-amon-origen,"¿Cómo se originaron las naciones de Moab y Amón, según el relato de Génesis 19?",Eran descendientes de Abraham directamente,"Descendían de las hijas de Lot, tras un episodio de incesto después de la destrucción de Sodoma",Eran descendientes de Ismael,No tienen conexión genealógica narrada en Génesis,B,"Después de la destrucción de Sodoma, las hijas de Lot concibieron de su padre, dando origen a Moab y Ben-ammi (padre de los amonitas).",Génesis 19:36-38
946,Genealogías,avanzado,genealogia-esau-edom,"¿Con qué otro nombre es conocido Esaú, convirtiéndose en el antepasado de la nación de Edom?",Edom,Moab,Amón,Ismael,A,"Esaú también fue llamado Edom, y sus descendientes formaron la nación de Edom, vecina y frecuentemente rival de Israel.",Génesis 25:30; 36:1
947,Genealogías,experto,genealogia-doce-principes-ismael,"Según Génesis 25, ¿qué título recibieron los doce hijos de Ismael, similar a los patriarcas de Israel?",Reyes,"Príncipes de sus familias, según sus doce tribus",Sacerdotes,Jueces,B,"Los doce hijos de Ismael son enumerados como príncipes de sus familias, formando doce tribus, en paralelo estructural a las doce tribus de Israel.",Génesis 25:16
948,Genealogías,principiante,genealogia-caleb-tribu,"¿A qué tribu de Israel pertenecía Caleb, compañero fiel de Josué?",Efraín,Judá,Benjamín,Simeón,B,"Caleb, hijo de Jefone el cenezeo, es identificado con la tribu de Judá.",Números 13:6; 34:19
949,Genealogías,intermedio,genealogia-josue-tribu,"¿A qué tribu de Israel pertenecía Josué, sucesor de Moisés?",Judá,Efraín,Benjamín,Leví,B,"Josué, hijo de Nun, era de la tribu de Efraín.",Números 13:8; 1 Crónicas 7:20-27
950,Genealogías,avanzado,genealogia-booz-parentesco-elimelec,"¿Qué relación de parentesco tenía Booz con Elimelec, esposo fallecido de Noemí?",Eran hermanos,Booz era pariente de la familia de Elimelec,No tenían ninguna relación familiar,Booz era el padre de Elimelec,B,"El texto de Rut identifica a Booz como pariente de la familia de Elimelec, lo cual le permitía actuar como pariente redentor.","Rut 2:1,3"
951,Genealogías,experto,genealogia-david-hermanos-numero,"¿Cuántos hermanos mayores tenía David, hijo menor de Isaí?",3 hermanos,7 hermanos,5 hermanos,10 hermanos,B,"Isaí tenía ocho hijos en total, siendo David el menor, por lo que tenía siete hermanos mayores.",1 Samuel 16:10-11; 17:12-14
952,Genealogías,principiante,genealogia-salomon-hermanos-adonias,"¿Qué hermano de Salomón, hijo de David con otra esposa, intentó usurpar el trono antes de que Salomón fuera coronado?",Absalón,Adonías,Amnón,Quileab,B,"Adonías, hijo de David con Haguit, intentó proclamarse rey antes de que Salomón fuera oficialmente coronado.",1 Reyes 1:5-6
953,Genealogías,intermedio,genealogia-absalon-hermana-tamar,¿Qué hermana de Absalón fue víctima de un grave abuso por parte de su medio hermano Amnón?,Tamar,Mical,Abigail,Betsabé,A,"Tamar, hermana de Absalón e hija de David, fue abusada por su medio hermano Amnón, lo cual provocó la venganza de Absalón.","2 Samuel 13:1-2,14"
954,Genealogías,avanzado,genealogia-roboam-madre,"¿Cómo se llamaba la madre de Roboam, hijo y sucesor de Salomón?",Naama amonita,Betsabé,Ester,Mical,A,"Naama, una mujer amonita, fue la madre de Roboam, sucesor de Salomón como rey de Judá.",1 Reyes 14:21
955,Genealogías,experto,genealogia-ezequias-padre,"¿Quién fue el padre del rey Ezequías, conocido por su idolatría en contraste con la reforma de su hijo?",Manasés,Acaz,Amón,Josías,B,"Acaz, padre de Ezequías, fue un rey idólatra que contrasta fuertemente con las reformas religiosas de su hijo.",2 Reyes 18:1
956,Genealogías,principiante,genealogia-josias-padre,"¿Quién fue el padre del rey Josías, conocido por su gran reforma religiosa?",Ezequías,Amón,Manasés,Joacaz,B,"Amón, padre de Josías, fue un rey idólatra asesinado por sus propios siervos, sucedido por su hijo Josías.",2 Reyes 21:24-22:1
957,Genealogías,intermedio,genealogia-manases-padre-abuelo-josias,"¿Quién fue el abuelo del rey Josías, conocido por su larga y perversa gestión como rey de Judá?",Ezequías,Manasés,Acaz,Joacaz,B,"Manasés, quien reinó cincuenta y cinco años con gran maldad, fue el abuelo de Josías, a través de su hijo Amón.","2 Reyes 21:1,18-19; 22:1"
958,Genealogías,avanzado,genealogia-zorobabel-padre,"¿Quién fue el padre de Zorobabel, líder del regreso del exilio babilónico?",Salatiel,Josías,Joacim,Joaquín,A,Zorobabel es identificado como hijo de Salatiel en varios pasajes bíblicos relacionados con el regreso del exilio.,Esdras 3:2; Hageo 1:1
959,Genealogías,experto,genealogia-mateo-catorce-generaciones,¿En qué estructura numérica organiza Mateo la genealogía de Jesús en su primer capítulo?,Grupos de diez generaciones,Grupos de catorce generaciones (tres series),Grupos de siete generaciones,Sin ninguna estructura numérica particular,B,"Mateo organiza la genealogía en tres series de catorce generaciones cada una: de Abraham a David, de David al exilio, y del exilio a Cristo.",Mateo 1:17
960,Genealogías,principiante,genealogia-jose-padre-jesus-legal,"En términos legales judíos, ¿de quién se consideraba hijo Jesús a través de José, aunque no era su padre biológico?",De la casa de Leví,De la casa de David,De la casa de Aarón,De la casa de Efraín,B,"José era descendiente de la casa de David, lo cual legalmente vinculaba a Jesús con el linaje real davídico a través de su padre adoptivo.","Mateo 1:16,20; Lucas 1:27"
961,Parábolas,principiante,parabola-candela-medida,"¿Qué breve enseñanza de Jesús indica que 'con la medida con que medís, os será medido'?",La enseñanza sobre juzgar y medir a los demás,La parábola del sembrador,La parábola de la higuera,La parábola del tesoro escondido,A,Jesús enseñó que la medida con que juzgamos a otros será la misma con que seremos juzgados nosotros.,Mateo 7:2; Marcos 4:24
962,Parábolas,principiante,parabola-ciego-guia-ciego,¿Qué breve enseñanza de Jesús advierte sobre el peligro de que 'un ciego guíe a otro ciego'?,La enseñanza sobre los ciegos guías de ciegos,La parábola del sembrador,La parábola de la levadura,La parábola del grano de mostaza,A,"Jesús advirtió que si un ciego guía a otro ciego, ambos caerán en el hoyo, ilustrando el peligro de seguir líderes espiritualmente ciegos.",Mateo 15:14
963,Parábolas,intermedio,parabola-piedra-pan-serpiente-pez,"¿Qué comparación hizo Jesús sobre los buenos dones de un padre terrenal, en relación con la oración?","Que ningún padre le daría una piedra a su hijo si pide pan, ni una serpiente si pide pescado",Que los padres siempre niegan las peticiones de sus hijos,Que la oración era innecesaria si se tenía suficiente fe,Que solo los padres ricos podían dar buenos dones,A,"Jesús argumentó que si los padres humanos, siendo malos, saben dar buenas dádivas a sus hijos, cuánto más el Padre celestial dará buenas cosas a los que le piden.",Mateo 7:9-11
964,Parábolas,intermedio,parabola-viga-paja-aplicacion,¿Con qué propósito específico usó Jesús la imagen de la viga y la paja en los ojos?,Para enseñar sobre la anatomía humana,Para advertir contra el juicio hipócrita e inconsistente hacia los demás,Para hablar sobre la construcción de casas,Para explicar una ley ceremonial,B,"Jesús usó esta imagen para advertir contra la hipocresía de juzgar los defectos ajenos mientras se ignoran los propios defectos, mayores.",Mateo 7:3-5
965,Parábolas,avanzado,parabola-dos-deudores-simon-contexto,"¿En qué contexto específico contó Jesús la parábola de los dos deudores, involucrando a una mujer pecadora?",En una cena en casa de un fariseo llamado Simón,En el templo de Jerusalén,Durante una boda,En el desierto,A,"Jesús contó la parábola de los dos deudores mientras estaba en casa de un fariseo llamado Simón, después de que una mujer pecadora ungiera sus pies.",Lucas 7:36-43
966,Parábolas,avanzado,parabola-hijo-prodigo-porcion-bienes,"En la parábola del hijo pródigo, ¿qué pidió el hijo menor a su padre antes de partir a un país lejano?",Un lugar para vivir cerca de su padre,La parte de los bienes que le correspondía,Un consejo sobre cómo vivir,Permiso para casarse,B,"El hijo menor pidió a su padre la parte de los bienes que le correspondía, la cual el padre repartió entre sus dos hijos.",Lucas 15:12
967,Parábolas,experto,parabola-siervo-vigilante-hora-desconocida,¿Qué enseñanza sobre la incertidumbre de la hora acompaña la parábola del ladrón en la noche?,Que se puede predecir exactamente cuándo vendrá el Señor,"Que los siervos deben estar siempre preparados, pues no se sabe la hora",Que solo los líderes religiosos necesitan estar preparados,Que la preparación espiritual no es necesaria,B,"Jesús enseñó que así como no se sabe a qué hora vendrá el ladrón, los siervos deben estar siempre preparados, pues el Hijo del Hombre vendrá a la hora que no se piensa.",Lucas 12:39-40
968,Parábolas,principiante,parabola-vestido-boda-final,"En la parábola de la fiesta de bodas, ¿qué le sucedió al hombre que entró sin el vestido de boda apropiado?",Fue bienvenido de todas formas,Fue atado de pies y manos y echado fuera,Recibió una advertencia menor,Se le prestó un vestido adecuado,B,"El hombre sin vestido de boda fue atado de pies y manos y echado a las tinieblas de afuera, ilustrando la necesidad de preparación adecuada.",Mateo 22:11-13
969,Parábolas,intermedio,parabola-siervo-fiel-prudente-mayordomo,¿Qué característica define al 'siervo fiel y prudente' en la parábola de Mateo 24?,Aquel que acumula riquezas para sí mismo,Aquel a quien su señor puso para dar alimento a los demás siervos a tiempo,Aquel que ignora las instrucciones de su señor,Aquel que solo busca su propio beneficio,B,Jesús describe al siervo fiel y prudente como aquel a quien el señor puso sobre su casa para dar el alimento a tiempo a los demás.,Mateo 24:45-46
970,Parábolas,avanzado,parabola-siervo-malo-castigo-mateo24,"En contraste, ¿qué le sucede al 'siervo malo' que dice en su corazón 'mi señor tarda en venir' y comienza a maltratar a sus consiervos?",Es recompensado por su iniciativa,Su señor vendrá en día que no espera y lo castigará severamente,No recibe ninguna consecuencia,Es perdonado automáticamente,B,Jesús advierte que el siervo malo será sorprendido por el regreso inesperado de su señor y recibirá un castigo severo por su comportamiento.,Mateo 24:48-51
971,Parábolas,experto,parabola-vino-nuevo-odres-viejos-explicacion,"¿Qué sucede, según la enseñanza de Jesús, si se echa vino nuevo en odres viejos?",El vino mejora con el tiempo,"Los odres se rompen, el vino se derrama y los odres se pierden",No sucede ningún problema,El vino se vuelve automáticamente vinagre,B,"Jesús explicó que el vino nuevo rompe los odres viejos, derramándose el vino y perdiéndose los odres, ilustrando la necesidad de nuevas formas para nueva enseñanza.",Mateo 9:17
